Trial name,Date,Treatment,Replication,PDI_SB,PDI_PB,PDI_AN
Trial 8,16.02.2024,T1,R1,18,0,8
Trial 8,16.02.2024,T1,R2,18,0,10
Trial 8,16.02.2024,T1,R3,12,0,8
Trial 8,16.02.2024,T2,R1,12,0,6
Trial 8,16.02.2024,T2,R2,10,0,10
Trial 8,16.02.2024,T2,R3,10,0,8
Trial 8,16.02.2024,T3,R1,10,0,6
Trial 8,16.02.2024,T3,R2,10,0,6
Trial 8,16.02.2024,T3,R3,8,0,6
Trial 8,16.02.2024,T4,R1,16,0,10
Trial 8,16.02.2024,T4,R2,20,0,10
Trial 8,16.02.2024,T4,R3,18,0,8
Trial 8,16.02.2024,T5,R1,10,0,8
Trial 8,16.02.2024,T5,R2,8,0,8
Trial 8,16.02.2024,T5,R3,12,0,8
Trial 8,19.01.2024,T1,R1,18,0,8
Trial 8,19.01.2024,T1,R2,18,0,10
Trial 8,19.01.2024,T1,R3,12,0,8
Trial 8,19.01.2024,T2,R1,12,0,6
Trial 8,19.01.2024,T2,R2,10,0,10
Trial 8,19.01.2024,T2,R3,8,0,8
Trial 8,19.01.2024,T3,R1,8,0,6
Trial 8,19.01.2024,T3,R2,10,0,6
Trial 8,19.01.2024,T3,R3,6,0,6
Trial 8,19.01.2024,T4,R1,16,0,10
Trial 8,19.01.2024,T4,R2,18,0,10
Trial 8,19.01.2024,T4,R3,18,0,8
Trial 8,19.01.2024,T5,R1,8,0,8
Trial 8,19.01.2024,T5,R2,8,0,8
Trial 8,19.01.2024,T5,R3,8,0,6
Trial 8,19.12.2023,T1,R1,0,0,0
Trial 8,19.12.2023,T1,R2,0,0,0
Trial 8,19.12.2023,T1,R3,0,0,0
Trial 8,19.12.2023,T2,R1,0,0,0
Trial 8,19.12.2023,T2,R2,0,0,0
Trial 8,19.12.2023,T2,R3,0,0,0
Trial 8,19.12.2023,T3,R1,0,0,0
Trial 8,19.12.2023,T3,R2,0,0,0
Trial 8,19.12.2023,T3,R3,0,0,0
Trial 8,19.12.2023,T4,R1,0,0,0
Trial 8,19.12.2023,T4,R2,0,0,0
Trial 8,19.12.2023,T4,R3,0,0,0
Trial 8,19.12.2023,T5,R1,0,0,0
Trial 8,19.12.2023,T5,R2,0,0,0
Trial 8,19.12.2023,T5,R3,0,0,0
Trial 8,20.02.2024,T1,R1,18,0,8
Trial 8,20.02.2024,T1,R2,18,0,10
Trial 8,20.02.2024,T1,R3,12,0,8
Trial 8,20.02.2024,T2,R1,12,0,6
Trial 8,20.02.2024,T2,R2,10,0,10
Trial 8,20.02.2024,T2,R3,10,0,8
Trial 8,20.02.2024,T3,R1,10,0,6
Trial 8,20.02.2024,T3,R2,10,0,6
Trial 8,20.02.2024,T3,R3,8,0,6
Trial 8,20.02.2024,T4,R1,16,0,10
Trial 8,20.02.2024,T4,R2,20,0,10
Trial 8,20.02.2024,T4,R3,18,0,8
Trial 8,20.02.2024,T5,R1,10,0,8
Trial 8,20.02.2024,T5,R2,8,0,8
Trial 8,20.02.2024,T5,R3,12,0,8
Trial 8,22.12.2023,T1,R1,6,0,8
Trial 8,22.12.2023,T1,R2,6,0,6
Trial 8,22.12.2023,T1,R3,6,0,6
Trial 8,22.12.2023,T2,R1,6,0,6
Trial 8,22.12.2023,T2,R2,8,0,6
Trial 8,22.12.2023,T2,R3,6,0,6
Trial 8,22.12.2023,T3,R1,6,0,6
Trial 8,22.12.2023,T3,R2,2,0,6
Trial 8,22.12.2023,T3,R3,4,0,4
Trial 8,22.12.2023,T4,R1,6,0,8
Trial 8,22.12.2023,T4,R2,6,0,6
Trial 8,22.12.2023,T4,R3,6,0,8
Trial 8,22.12.2023,T5,R1,4,0,6
Trial 8,22.12.2023,T5,R2,4,0,6
Trial 8,22.12.2023,T5,R3,4,0,4
Trial 8,23.01.2024,T1,R1,18,0,8
Trial 8,23.01.2024,T1,R2,18,0,10
Trial 8,23.01.2024,T1,R3,12,0,8
Trial 8,23.01.2024,T2,R1,12,0,6
Trial 8,23.01.2024,T2,R2,10,0,10
Trial 8,23.01.2024,T2,R3,8,0,8
Trial 8,23.01.2024,T3,R1,8,0,6
Trial 8,23.01.2024,T3,R2,10,0,6
Trial 8,23.01.2024,T3,R3,6,0,6
Trial 8,23.01.2024,T4,R1,16,0,10
Trial 8,23.01.2024,T4,R2,18,0,10
Trial 8,23.01.2024,T4,R3,18,0,8
Trial 8,23.01.2024,T5,R1,8,0,8
Trial 8,23.01.2024,T5,R2,8,0,8
Trial 8,23.01.2024,T5,R3,8,0,6
Trial 8,26.12.2023,T1,R1,6,0,8
Trial 8,26.12.2023,T1,R2,8,0,6
Trial 8,26.12.2023,T1,R3,6,0,6
Trial 8,26.12.2023,T2,R1,6,0,6
Trial 8,26.12.2023,T2,R2,8,0,6
Trial 8,26.12.2023,T2,R3,6,0,6
Trial 8,26.12.2023,T3,R1,6,0,6
Trial 8,26.12.2023,T3,R2,4,0,6
Trial 8,26.12.2023,T3,R3,6,0,4
Trial 8,26.12.2023,T4,R1,6,0,8
Trial 8,26.12.2023,T4,R2,8,0,6
Trial 8,26.12.2023,T4,R3,6,0,8
Trial 8,26.12.2023,T5,R1,4,0,6
Trial 8,26.12.2023,T5,R2,6,0,6
Trial 8,26.12.2023,T5,R3,6,0,4
Trial 8,27.01.2024,T1,R1,18,0,8
Trial 8,27.01.2024,T1,R2,18,0,10
Trial 8,27.01.2024,T1,R3,12,0,8
Trial 8,27.01.2024,T2,R1,12,0,6
Trial 8,27.01.2024,T2,R2,10,0,10
Trial 8,27.01.2024,T2,R3,8,0,8
Trial 8,27.01.2024,T3,R1,8,0,6
Trial 8,27.01.2024,T3,R2,10,0,6
Trial 8,27.01.2024,T3,R3,8,0,6
Trial 8,27.01.2024,T4,R1,16,0,10
Trial 8,27.01.2024,T4,R2,18,0,10
Trial 8,27.01.2024,T4,R3,18,0,8
Trial 8,27.01.2024,T5,R1,8,0,8
Trial 8,27.01.2024,T5,R2,8,0,8
Trial 8,27.01.2024,T5,R3,10,0,6
Trial 8,29.12.2023,T1,R1,6,0,8
Trial 8,29.12.2023,T1,R2,10,0,8
Trial 8,29.12.2023,T1,R3,6,0,6
Trial 8,29.12.2023,T2,R1,6,0,6
Trial 8,29.12.2023,T2,R2,8,0,8
Trial 8,29.12.2023,T2,R3,6,0,6
Trial 8,29.12.2023,T3,R1,6,0,6
Trial 8,29.12.2023,T3,R2,6,0,6
Trial 8,29.12.2023,T3,R3,6,0,6
Trial 8,29.12.2023,T4,R1,6,0,8
Trial 8,29.12.2023,T4,R2,8,0,8
Trial 8,29.12.2023,T4,R3,10,0,8
Trial 8,29.12.2023,T5,R1,6,0,6
Trial 8,29.12.2023,T5,R2,6,0,6
Trial 8,29.12.2023,T5,R3,6,0,4
Trial 8,30.01.2024,T1,R1,18,0,8
Trial 8,30.01.2024,T1,R2,18,0,10
Trial 8,30.01.2024,T1,R3,12,0,8
Trial 8,30.01.2024,T2,R1,12,0,6
Trial 8,30.01.2024,T2,R2,10,0,10
Trial 8,30.01.2024,T2,R3,12,0,8
Trial 8,30.01.2024,T3,R1,8,0,6
Trial 8,30.01.2024,T3,R2,10,0,6
Trial 8,30.01.2024,T3,R3,10,0,8
Trial 8,30.01.2024,T4,R1,16,0,10
Trial 8,30.01.2024,T4,R2,20,0,10
Trial 8,30.01.2024,T4,R3,18,0,8
Trial 8,30.01.2024,T5,R1,10,0,8
Trial 8,30.01.2024,T5,R2,8,0,8
Trial 8,30.01.2024,T5,R3,12,0,8
Trial 9,01.03.2024,T1,R1,4,0,4
Trial 9,01.03.2024,T1,R2,6,0,6
Trial 9,01.03.2024,T1,R3,6,0,8
Trial 9,01.03.2024,T2,R1,6,0,6
Trial 9,01.03.2024,T2,R2,6,0,6
Trial 9,01.03.2024,T2,R3,6,0,6
Trial 9,01.03.2024,T3,R1,4,0,8
Trial 9,01.03.2024,T3,R2,6,0,6
Trial 9,01.03.2024,T3,R3,6,0,6
Trial 9,01.03.2024,T4,R1,6,0,8
Trial 9,01.03.2024,T4,R2,6,0,6
Trial 9,01.03.2024,T4,R3,8,0,6
Trial 9,01.03.2024,T5,R1,4,0,6
Trial 9,01.03.2024,T5,R2,4,0,4
Trial 9,01.03.2024,T5,R3,4,0,6
Trial 9,02.01.2024,T1,R1,0,0,0
Trial 9,02.01.2024,T1,R2,0,0,0
Trial 9,02.01.2024,T1,R3,0,0,0
Trial 9,02.01.2024,T2,R1,0,0,0
Trial 9,02.01.2024,T2,R2,0,0,0
Trial 9,02.01.2024,T2,R3,0,0,0
Trial 9,02.01.2024,T3,R1,0,0,0
Trial 9,02.01.2024,T3,R2,0,0,0
Trial 9,02.01.2024,T3,R3,0,0,0
Trial 9,02.01.2024,T4,R1,0,0,0
Trial 9,02.01.2024,T4,R2,0,0,0
Trial 9,02.01.2024,T4,R3,0,0,0
Trial 9,02.01.2024,T5,R1,0,0,0
Trial 9,02.01.2024,T5,R2,0,0,0
Trial 9,02.01.2024,T5,R3,0,0,0
Trial 9,02.02.2024,T1,R1,4,0,6
Trial 9,02.02.2024,T1,R2,6,0,6
Trial 9,02.02.2024,T1,R3,6,0,8
Trial 9,02.02.2024,T2,R1,6,0,6
Trial 9,02.02.2024,T2,R2,6,0,8
Trial 9,02.02.2024,T2,R3,6,0,6
Trial 9,02.02.2024,T3,R1,4,0,8
Trial 9,02.02.2024,T3,R2,6,0,8
Trial 9,02.02.2024,T3,R3,6,0,4
Trial 9,02.02.2024,T4,R1,6,0,8
Trial 9,02.02.2024,T4,R2,6,0,8
Trial 9,02.02.2024,T4,R3,8,0,6
Trial 9,02.02.2024,T5,R1,4,0,6
Trial 9,02.02.2024,T5,R2,4,0,4
Trial 9,02.02.2024,T5,R3,6,0,6
Trial 9,05.01.2024,T1,R1,0,0,0
Trial 9,05.01.2024,T1,R2,0,0,0
Trial 9,05.01.2024,T1,R3,0,0,0
Trial 9,05.01.2024,T2,R1,0,0,0
Trial 9,05.01.2024,T2,R2,0,0,0
Trial 9,05.01.2024,T2,R3,0,0,0
Trial 9,05.01.2024,T3,R1,0,0,0
Trial 9,05.01.2024,T3,R2,0,0,0
Trial 9,05.01.2024,T3,R3,0,0,0
Trial 9,05.01.2024,T4,R1,0,0,0
Trial 9,05.01.2024,T4,R2,0,0,0
Trial 9,05.01.2024,T4,R3,0,0,0
Trial 9,05.01.2024,T5,R1,0,0,0
Trial 9,05.01.2024,T5,R2,0,0,0
Trial 9,05.01.2024,T5,R3,0,0,0
Trial 9,05.03.2024,T1,R1,4,0,4
Trial 9,05.03.2024,T1,R2,6,0,6
Trial 9,05.03.2024,T1,R3,6,0,6
Trial 9,05.03.2024,T2,R1,6,0,6
Trial 9,05.03.2024,T2,R2,6,0,8
Trial 9,05.03.2024,T2,R3,6,0,6
Trial 9,05.03.2024,T3,R1,4,0,8
Trial 9,05.03.2024,T3,R2,6,0,8
Trial 9,05.03.2024,T3,R3,6,0,6
Trial 9,05.03.2024,T4,R1,6,0,8
Trial 9,05.03.2024,T4,R2,6,0,6
Trial 9,05.03.2024,T4,R3,8,0,6
Trial 9,05.03.2024,T5,R1,4,0,6
Trial 9,05.03.2024,T5,R2,4,0,4
Trial 9,05.03.2024,T5,R3,4,0,4
Trial 9,06.02.2024,T1,R1,4,0,4
Trial 9,06.02.2024,T1,R2,6,0,6
Trial 9,06.02.2024,T1,R3,4,0,4
Trial 9,06.02.2024,T2,R1,6,0,6
Trial 9,06.02.2024,T2,R2,6,0,8
Trial 9,06.02.2024,T2,R3,6,0,8
Trial 9,06.02.2024,T3,R1,4,0,8
Trial 9,06.02.2024,T3,R2,6,0,8
Trial 9,06.02.2024,T3,R3,6,0,6
Trial 9,06.02.2024,T4,R1,6,0,8
Trial 9,06.02.2024,T4,R2,6,0,8
Trial 9,06.02.2024,T4,R3,6,0,4
Trial 9,06.02.2024,T5,R1,4,0,6
Trial 9,06.02.2024,T5,R2,6,0,6
Trial 9,06.02.2024,T5,R3,4,0,6
Trial 9,08.03.2024,T1,R1,4,0,4
Trial 9,08.03.2024,T1,R2,6,0,6
Trial 9,08.03.2024,T1,R3,6,0,6
Trial 9,08.03.2024,T2,R1,6,0,6
Trial 9,08.03.2024,T2,R2,6,0,8
Trial 9,08.03.2024,T2,R3,6,0,6
Trial 9,08.03.2024,T3,R1,4,0,8
Trial 9,08.03.2024,T3,R2,6,0,8
Trial 9,08.03.2024,T3,R3,6,0,6
Trial 9,08.03.2024,T4,R1,6,0,8
Trial 9,08.03.2024,T4,R2,6,0,6
Trial 9,08.03.2024,T4,R3,8,0,6
Trial 9,08.03.2024,T5,R1,4,0,6
Trial 9,08.03.2024,T5,R2,4,0,4
Trial 9,08.03.2024,T5,R3,4,0,4
Trial 9,09.01.2024,T1,R1,0,0,0
Trial 9,09.01.2024,T1,R2,0,0,0
Trial 9,09.01.2024,T1,R3,0,0,0
Trial 9,09.01.2024,T2,R1,0,0,0
Trial 9,09.01.2024,T2,R2,0,0,0
Trial 9,09.01.2024,T2,R3,0,0,0
Trial 9,09.01.2024,T3,R1,0,0,0
Trial 9,09.01.2024,T3,R2,0,0,0
Trial 9,09.01.2024,T3,R3,0,0,0
Trial 9,09.01.2024,T4,R1,0,0,0
Trial 9,09.01.2024,T4,R2,0,0,0
Trial 9,09.01.2024,T4,R3,0,0,0
Trial 9,09.01.2024,T5,R1,0,0,0
Trial 9,09.01.2024,T5,R2,0,0,0
Trial 9,09.01.2024,T5,R3,0,0,0
Trial 9,09.02.2024,T1,R1,4,0,4
Trial 9,09.02.2024,T1,R2,6,0,6
Trial 9,09.02.2024,T1,R3,4,0,4
Trial 9,09.02.2024,T2,R1,6,0,6
Trial 9,09.02.2024,T2,R2,6,0,8
Trial 9,09.02.2024,T2,R3,6,0,8
Trial 9,09.02.2024,T3,R1,4,0,8
Trial 9,09.02.2024,T3,R2,6,0,8
Trial 9,09.02.2024,T3,R3,6,0,6
Trial 9,09.02.2024,T4,R1,6,0,8
Trial 9,09.02.2024,T4,R2,6,0,8
Trial 9,09.02.2024,T4,R3,6,0,4
Trial 9,09.02.2024,T5,R1,4,0,6
Trial 9,09.02.2024,T5,R2,6,0,6
Trial 9,09.02.2024,T5,R3,4,0,6
Trial 9,12.01.2024,T1,R1,0,0,0
Trial 9,12.01.2024,T1,R2,0,0,0
Trial 9,12.01.2024,T1,R3,0,0,0
Trial 9,12.01.2024,T2,R1,0,0,0
Trial 9,12.01.2024,T2,R2,0,0,0
Trial 9,12.01.2024,T2,R3,0,0,0
Trial 9,12.01.2024,T3,R1,0,0,0
Trial 9,12.01.2024,T3,R2,0,0,0
Trial 9,12.01.2024,T3,R3,0,0,0
Trial 9,12.01.2024,T4,R1,0,0,0
Trial 9,12.01.2024,T4,R2,0,0,0
Trial 9,12.01.2024,T4,R3,0,0,0
Trial 9,12.01.2024,T5,R1,0,0,0
Trial 9,12.01.2024,T5,R2,0,0,0
Trial 9,12.01.2024,T5,R3,0,0,0
Trial 9,12.03.2024,T1,R1,4,0,4
Trial 9,12.03.2024,T1,R2,6,0,6
Trial 9,12.03.2024,T1,R3,6,0,6
Trial 9,12.03.2024,T2,R1,6,0,6
Trial 9,12.03.2024,T2,R2,6,0,8
Trial 9,12.03.2024,T2,R3,6,0,6
Trial 9,12.03.2024,T3,R1,4,0,8
Trial 9,12.03.2024,T3,R2,6,0,8
Trial 9,12.03.2024,T3,R3,6,0,6
Trial 9,12.03.2024,T4,R1,6,0,8
Trial 9,12.03.2024,T4,R2,6,0,6
Trial 9,12.03.2024,T4,R3,8,0,6
Trial 9,12.03.2024,T5,R1,4,0,6
Trial 9,12.03.2024,T5,R2,4,0,4
Trial 9,12.03.2024,T5,R3,4,0,4
Trial 9,13.02.2024,T1,R1,4,0,4
Trial 9,13.02.2024,T1,R2,6,0,6
Trial 9,13.02.2024,T1,R3,4,0,4
Trial 9,13.02.2024,T2,R1,6,0,6
Trial 9,13.02.2024,T2,R2,6,0,8
Trial 9,13.02.2024,T2,R3,6,0,8
Trial 9,13.02.2024,T3,R1,4,0,8
Trial 9,13.02.2024,T3,R2,6,0,8
Trial 9,13.02.2024,T3,R3,6,0,6
Trial 9,13.02.2024,T4,R1,6,0,8
Trial 9,13.02.2024,T4,R2,6,0,8
Trial 9,13.02.2024,T4,R3,6,0,4
Trial 9,13.02.2024,T5,R1,4,0,6
Trial 9,13.02.2024,T5,R2,6,0,6
Trial 9,13.02.2024,T5,R3,4,0,6
Trial 9,15.03.2024,T1,R1,4,0,4
Trial 9,15.03.2024,T1,R2,6,0,6
Trial 9,15.03.2024,T1,R3,6,0,6
Trial 9,15.03.2024,T2,R1,6,0,6
Trial 9,15.03.2024,T2,R2,6,0,8
Trial 9,15.03.2024,T2,R3,6,0,6
Trial 9,15.03.2024,T3,R1,4,0,8
Trial 9,15.03.2024,T3,R2,6,0,8
Trial 9,15.03.2024,T3,R3,6,0,6
Trial 9,15.03.2024,T4,R1,6,0,8
Trial 9,15.03.2024,T4,R2,6,0,6
Trial 9,15.03.2024,T4,R3,8,0,6
Trial 9,15.03.2024,T5,R1,4,0,6
Trial 9,15.03.2024,T5,R2,4,0,4
Trial 9,15.03.2024,T5,R3,4,0,4
Trial 9,16.01.2024,T1,R1,0,0,0
Trial 9,16.01.2024,T1,R2,0,0,0
Trial 9,16.01.2024,T1,R3,0,0,0
Trial 9,16.01.2024,T2,R1,0,0,0
Trial 9,16.01.2024,T2,R2,0,0,0
Trial 9,16.01.2024,T2,R3,0,0,0
Trial 9,16.01.2024,T3,R1,0,0,0
Trial 9,16.01.2024,T3,R2,0,0,0
Trial 9,16.01.2024,T3,R3,0,0,0
Trial 9,16.01.2024,T4,R1,0,0,0
Trial 9,16.01.2024,T4,R2,0,0,0
Trial 9,16.01.2024,T4,R3,0,0,0
Trial 9,16.01.2024,T5,R1,0,0,0
Trial 9,16.01.2024,T5,R2,0,0,0
Trial 9,16.01.2024,T5,R3,0,0,0
Trial 9,16.02.2024,T1,R1,4,0,4
Trial 9,16.02.2024,T1,R2,6,0,6
Trial 9,16.02.2024,T1,R3,4,0,4
Trial 9,16.02.2024,T2,R1,6,0,6
Trial 9,16.02.2024,T2,R2,6,0,8
Trial 9,16.02.2024,T2,R3,6,0,8
Trial 9,16.02.2024,T3,R1,4,0,8
Trial 9,16.02.2024,T3,R2,6,0,8
Trial 9,16.02.2024,T3,R3,6,0,6
Trial 9,16.02.2024,T4,R1,6,0,8
Trial 9,16.02.2024,T4,R2,6,0,8
Trial 9,16.02.2024,T4,R3,6,0,4
Trial 9,16.02.2024,T5,R1,4,0,6
Trial 9,16.02.2024,T5,R2,6,0,6
Trial 9,16.02.2024,T5,R3,4,0,6
Trial 9,19.01.2024,T1,R1,0,0,0
Trial 9,19.01.2024,T1,R2,0,0,0
Trial 9,19.01.2024,T1,R3,0,0,0
Trial 9,19.01.2024,T2,R1,0,0,0
Trial 9,19.01.2024,T2,R2,0,0,0
Trial 9,19.01.2024,T2,R3,0,0,0
Trial 9,19.01.2024,T3,R1,0,0,0
Trial 9,19.01.2024,T3,R2,0,0,0
Trial 9,19.01.2024,T3,R3,0,0,0
Trial 9,19.01.2024,T4,R1,0,0,0
Trial 9,19.01.2024,T4,R2,0,0,0
Trial 9,19.01.2024,T4,R3,0,0,0
Trial 9,19.01.2024,T5,R1,0,0,0
Trial 9,19.01.2024,T5,R2,0,0,0
Trial 9,19.01.2024,T5,R3,0,0,0
Trial 9,20.02.2024,T1,R1,4,0,4
Trial 9,20.02.2024,T1,R2,6,0,6
Trial 9,20.02.2024,T1,R3,6,0,8
Trial 9,20.02.2024,T2,R1,6,0,6
Trial 9,20.02.2024,T2,R2,6,0,6
Trial 9,20.02.2024,T2,R3,6,0,6
Trial 9,20.02.2024,T3,R1,4,0,8
Trial 9,20.02.2024,T3,R2,6,0,6
Trial 9,20.02.2024,T3,R3,6,0,6
Trial 9,20.02.2024,T4,R1,6,0,8
Trial 9,20.02.2024,T4,R2,6,0,6
Trial 9,20.02.2024,T4,R3,8,0,6
Trial 9,20.02.2024,T5,R1,4,0,6
Trial 9,20.02.2024,T5,R2,4,0,4
Trial 9,20.02.2024,T5,R3,4,0,6
Trial 9,23.01.2024,T1,R1,4,0,6
Trial 9,23.01.2024,T1,R2,0,0,6
Trial 9,23.01.2024,T1,R3,6,0,8
Trial 9,23.01.2024,T2,R1,6,0,6
Trial 9,23.01.2024,T2,R2,4,0,8
Trial 9,23.01.2024,T2,R3,6,0,6
Trial 9,23.01.2024,T3,R1,4,0,8
Trial 9,23.01.2024,T3,R2,6,0,8
Trial 9,23.01.2024,T3,R3,6,0,4
Trial 9,23.01.2024,T4,R1,6,0,8
Trial 9,23.01.2024,T4,R2,6,0,8
Trial 9,23.01.2024,T4,R3,8,0,6
Trial 9,23.01.2024,T5,R1,0,0,6
Trial 9,23.01.2024,T5,R2,4,0,4
Trial 9,23.01.2024,T5,R3,6,0,6
Trial 9,23.02.2024,T1,R1,4,0,4
Trial 9,23.02.2024,T1,R2,6,0,6
Trial 9,23.02.2024,T1,R3,6,0,8
Trial 9,23.02.2024,T2,R1,6,0,6
Trial 9,23.02.2024,T2,R2,6,0,6
Trial 9,23.02.2024,T2,R3,6,0,6
Trial 9,23.02.2024,T3,R1,4,0,8
Trial 9,23.02.2024,T3,R2,6,0,6
Trial 9,23.02.2024,T3,R3,6,0,6
Trial 9,23.02.2024,T4,R1,6,0,8
Trial 9,23.02.2024,T4,R2,6,0,6
Trial 9,23.02.2024,T4,R3,8,0,6
Trial 9,23.02.2024,T5,R1,4,0,6
Trial 9,23.02.2024,T5,R2,4,0,4
Trial 9,23.02.2024,T5,R3,4,0,6
Trial 9,26.12.2023,T1,R1,0,0,0
Trial 9,26.12.2023,T1,R2,0,0,0
Trial 9,26.12.2023,T1,R3,0,0,0
Trial 9,26.12.2023,T2,R1,0,0,0
Trial 9,26.12.2023,T2,R2,0,0,0
Trial 9,26.12.2023,T2,R3,0,0,0
Trial 9,26.12.2023,T3,R1,0,0,0
Trial 9,26.12.2023,T3,R2,0,0,0
Trial 9,26.12.2023,T3,R3,0,0,0
Trial 9,26.12.2023,T4,R1,0,0,0
Trial 9,26.12.2023,T4,R2,0,0,0
Trial 9,26.12.2023,T4,R3,0,0,0
Trial 9,26.12.2023,T5,R1,0,0,0
Trial 9,26.12.2023,T5,R2,0,0,0
Trial 9,26.12.2023,T5,R3,0,0,0
Trial 9,27.01.2024,T1,R1,4,0,6
Trial 9,27.01.2024,T1,R2,4,0,6
Trial 9,27.01.2024,T1,R3,6,0,8
Trial 9,27.01.2024,T2,R1,6,0,6
Trial 9,27.01.2024,T2,R2,6,0,8
Trial 9,27.01.2024,T2,R3,6,0,6
Trial 9,27.01.2024,T3,R1,4,0,8
Trial 9,27.01.2024,T3,R2,6,0,8
Trial 9,27.01.2024,T3,R3,6,0,4
Trial 9,27.01.2024,T4,R1,6,0,8
Trial 9,27.01.2024,T4,R2,6,0,8
Trial 9,27.01.2024,T4,R3,8,0,6
Trial 9,27.01.2024,T5,R1,2,0,6
Trial 9,27.01.2024,T5,R2,4,0,4
Trial 9,27.01.2024,T5,R3,6,0,6
Trial 9,27.02.2024,T1,R1,4,0,4
Trial 9,27.02.2024,T1,R2,6,0,6
Trial 9,27.02.2024,T1,R3,6,0,8
Trial 9,27.02.2024,T2,R1,6,0,6
Trial 9,27.02.2024,T2,R2,6,0,6
Trial 9,27.02.2024,T2,R3,6,0,6
Trial 9,27.02.2024,T3,R1,4,0,8
Trial 9,27.02.2024,T3,R2,6,0,6
Trial 9,27.02.2024,T3,R3,6,0,6
Trial 9,27.02.2024,T4,R1,6,0,8
Trial 9,27.02.2024,T4,R2,6,0,6
Trial 9,27.02.2024,T4,R3,8,0,6
Trial 9,27.02.2024,T5,R1,4,0,6
Trial 9,27.02.2024,T5,R2,4,0,4
Trial 9,27.02.2024,T5,R3,4,0,6
Trial 9,29.12.2023,T1,R1,0,0,0
Trial 9,29.12.2023,T1,R2,0,0,0
Trial 9,29.12.2023,T1,R3,0,0,0
Trial 9,29.12.2023,T2,R1,0,0,0
Trial 9,29.12.2023,T2,R2,0,0,0
Trial 9,29.12.2023,T2,R3,0,0,0
Trial 9,29.12.2023,T3,R1,0,0,0
Trial 9,29.12.2023,T3,R2,0,0,0
Trial 9,29.12.2023,T3,R3,0,0,0
Trial 9,29.12.2023,T4,R1,0,0,0
Trial 9,29.12.2023,T4,R2,0,0,0
Trial 9,29.12.2023,T4,R3,0,0,0
Trial 9,29.12.2023,T5,R1,0,0,0
Trial 9,29.12.2023,T5,R2,0,0,0
Trial 9,29.12.2023,T5,R3,0,0,0
Trial 9,30.01.2024,T1,R1,4,0,6
Trial 9,30.01.2024,T1,R2,6,0,6
Trial 9,30.01.2024,T1,R3,6,0,8
Trial 9,30.01.2024,T2,R1,6,0,6
Trial 9,30.01.2024,T2,R2,6,0,8
Trial 9,30.01.2024,T2,R3,6,0,6
Trial 9,30.01.2024,T3,R1,4,0,8
Trial 9,30.01.2024,T3,R2,6,0,8
Trial 9,30.01.2024,T3,R3,6,0,4
Trial 9,30.01.2024,T4,R1,6,0,8
Trial 9,30.01.2024,T4,R2,6,0,8
Trial 9,30.01.2024,T4,R3,8,0,6
Trial 9,30.01.2024,T5,R1,4,0,6
Trial 9,30.01.2024,T5,R2,4,0,4
Trial 9,30.01.2024,T5,R3,6,0,6
